university,city,department,factor,reviewer_type,review_text,rating
Riphah Rawalpindi Campus,Rawalpindi,Economics,Management,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Management: Grievance cells and student helplines exist to address issues.",5
APCOMS,Rawalpindi,Medical,Events,Alumni,"University: APCOMS, City: Rawalpindi. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality. Alumni feedback corroborates these points.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Medical,Campus,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks. Based on informal surveys among peers, this is a recurring pattern.",3
Riphah Rawalpindi Campus,Rawalpindi,Biology,Campus,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features. More networking sessions would help.",4
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Biology,Campus,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events.",3
Foundation University Islamabad,Islamabad,Civil,Hostels,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security.",5
FAST-NUCES,Islamabad,Economics,Campus,Faculty,"University: FAST-NUCES, City: Islamabad. Campus: Older buildings need renovation and signage is insufficient between blocks.",1
GIKI (commuter students),Rawalpindi,Civil,Hostels,Alumni,"University: GIKI (commuter students), City: Rawalpindi. Hostels: Newer hostels have good amenities and 24/7 security.",3
Air University,Islamabad,Electrical Engineering,Hostels,Staff,"University: Air University, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Focus groups highlighted these issues during exit interviews.",1
Foundation University Islamabad,Islamabad,Medical,Sports,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",5
NUST,Islamabad,Physics,Cafeteria,Faculty,"University: NUST, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints.",2
FAST-NUCES,Islamabad,Computer Science,Overall,Postgraduate student,"University: FAST-NUCES, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes.",3
NUST,Islamabad,Physics,Events,Faculty,"University: NUST, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Lab booking logs and placement statistics reflect this trend.",4
Riphah Rawalpindi Campus,Rawalpindi,Civil,Labs,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. In Civil, students reported strong project outcomes this year.",4
CUST,Islamabad,Civil,Overall,Staff,"University: CUST, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",3
Foundation University Islamabad,Islamabad,Civil,Management,Faculty,"University: Foundation University Islamabad, City: Islamabad. Management: Elective approvals and administrative disputes can take several weeks to resolve.",2
Foundation University Islamabad,Islamabad,Civil,Cafeteria,Alumni,"University: Foundation University Islamabad, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Based on informal surveys among peers, this is a recurring pattern.",4
FAST-NUCES,Islamabad,Medical,Faculty,Alumni,"University: FAST-NUCES, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Foundation University Islamabad,Islamabad,Medical,Hostels,Staff,"University: Foundation University Islamabad, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security.",5
APCOMS,Rawalpindi,Business,Campus,Postgraduate student,"University: APCOMS, City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Based on informal surveys among peers, this is a recurring pattern.",3
Air University,Islamabad,Economics,Campus,Staff,"University: Air University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Hostel maintenance needs faster turnaround.",3
COMSATS,Islamabad,Business,Faculty,Postgraduate student,"University: COMSATS, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations. Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Lab booking logs and placement statistics reflect this trend.",4
COMSATS,Islamabad,Business,Hostels,Postgraduate student,"University: COMSATS, City: Islamabad. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels. Based on informal surveys among peers, this is a recurring pattern.",1
Quaid-i-Azam University,Islamabad,Biology,Sports,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Overall,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Overall: Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Focus groups highlighted these issues during exit interviews.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Civil,Overall,Alumni,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students. Placement support favours top students; average students find fewer opportunities. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
Foundation University Islamabad,Islamabad,Medical,Cafeteria,Staff,"University: Foundation University Islamabad, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Food hygiene and variety are sometimes a concern, especially during busy hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
APCOMS,Rawalpindi,Civil,Events,Faculty,"University: APCOMS, City: Rawalpindi. Events: Student societies run well-attended cultural and academic events.",2
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Labs,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Physics,Management,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Management: Students report slow responses from some administrative offices during peak periods.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Medical,Faculty,Alumni,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",2
APCOMS,Rawalpindi,Computer Science,Faculty,Alumni,"University: APCOMS, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",4
Air University,Islamabad,Medical,Management,Faculty,"University: Air University, City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear.",4
NUML,Islamabad,Civil,Hostels,Staff,"University: NUML, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Shared bathrooms and load-shedding affect daily comfort in older hostels. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
Riphah Rawalpindi Campus,Rawalpindi,Medical,Management,Undergraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Management: Grievance cells and student helplines exist to address issues.",4
NUML,Islamabad,Biology,Sports,Alumni,"University: NUML, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
Air University,Islamabad,Business,Faculty,Staff,"University: Air University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Biology,Cafeteria,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded.",5
APCOMS,Rawalpindi,Business,Hostels,Undergraduate student,"University: APCOMS, City: Rawalpindi. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Economics,Cafeteria,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Based on informal surveys among peers, this is a recurring pattern.",5
APCOMS,Rawalpindi,Physics,Cafeteria,Undergraduate student,"University: APCOMS, City: Rawalpindi. Cafeteria: Food hygiene and variety are sometimes a concern, especially during busy hours. Focus groups highlighted these issues during exit interviews. Lab booking logs and placement statistics reflect this trend.",1
GIKI (commuter students),Rawalpindi,Economics,Campus,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events.",3
FAST-NUCES,Islamabad,Economics,Cafeteria,Alumni,"University: FAST-NUCES, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints. This aligns with several student forum complaints from last semester. Alumni feedback corroborates these points.",1
CUST,Islamabad,Economics,Campus,Faculty,"University: CUST, City: Islamabad. Campus: Older buildings need renovation and signage is insufficient between blocks. Focus groups highlighted these issues during exit interviews.",2
GIKI (commuter students),Rawalpindi,Biology,Campus,Undergraduate student,"University: GIKI (commuter students), City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
BNU - Beaconhouse National University,Islamabad,Business,Cafeteria,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Based on informal surveys among peers, this is a recurring pattern.",4
Rawalpindi Medical University,Rawalpindi,Mechanical Engineering,Cafeteria,Undergraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Long queues and limited seating during events are frequent complaints. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
Riphah International University,Islamabad,Business,Hostels,Alumni,"University: Riphah International University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Shared bathrooms and load-shedding affect daily comfort in older hostels. Alumni feedback corroborates these points.",4
APCOMS,Rawalpindi,Mechanical Engineering,Cafeteria,Alumni,"University: APCOMS, City: Rawalpindi. Cafeteria: Affordable food options with some healthy choices and extended hours during exams.",5
CUST,Islamabad,Biology,Campus,Alumni,"University: CUST, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Biology faculty recently collaborated with local industry on projects.",4
Air University,Islamabad,Mechanical Engineering,Hostels,Alumni,"University: Air University, City: Islamabad. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels. Focus groups highlighted these issues during exit interviews.",1
Quaid-i-Azam University,Islamabad,Business,Sports,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff.",3
CUST,Islamabad,Mechanical Engineering,Hostels,Faculty,"University: CUST, City: Islamabad. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",3
Riphah International University,Islamabad,Mechanical Engineering,Campus,Undergraduate student,"University: Riphah International University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
COMSATS,Islamabad,Computer Science,Cafeteria,Staff,"University: COMSATS, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded.",3
Air University,Islamabad,Business,Hostels,Postgraduate student,"University: Air University, City: Islamabad. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Based on informal surveys among peers, this is a recurring pattern.",2
Riphah International University,Islamabad,Business,Resources,Alumni,"University: Riphah International University, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Access to paid journals is limited for certain programs, blocking literature reviews.",2
Quaid-i-Azam University,Islamabad,Electrical Engineering,Labs,Undergraduate student,"University: Quaid-i-Azam University, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Based on informal surveys among peers, this is a recurring pattern.",4
SZABIST Islamabad,Islamabad,Medical,Resources,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Resources: Access to paid journals is limited for certain programs, blocking literature reviews. Focus groups highlighted these issues during exit interviews.",1
NUST,Islamabad,Business,Events,Faculty,"University: NUST, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality. Focus groups highlighted these issues during exit interviews.",2
FAST-NUCES,Islamabad,Biology,Cafeteria,Faculty,"University: FAST-NUCES, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Long queues and limited seating during events are frequent complaints.",3
Riphah International University,Islamabad,Physics,Hostels,Staff,"University: Riphah International University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security.",4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Civil,Management,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Management: Online portals simplify registration and fee payments; scholarship info is clear. Students report slow responses from some administrative offices during peak periods. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. This needs better documentation.",3
SZABIST Islamabad,Islamabad,Computer Science,Overall,Staff,"University: SZABIST Islamabad, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities.",3
Riphah Rawalpindi Campus,Rawalpindi,Physics,Hostels,Alumni,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Hostels: Strict curfews and slow maintenance responses frustrate many residents. Based on informal surveys among peers, this is a recurring pattern.",2
Air University,Islamabad,Mechanical Engineering,Sports,Undergraduate student,"University: Air University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
GIKI (commuter students),Rawalpindi,Electrical Engineering,Hostels,Postgraduate student,"University: GIKI (commuter students), City: Rawalpindi. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
SZABIST Islamabad,Islamabad,Biology,Campus,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Campus: Accessibility gaps remain despite improvements in some areas.",3
Riphah International University,Islamabad,Medical,Campus,Postgraduate student,"University: Riphah International University, City: Islamabad. Campus: Accessibility gaps remain despite improvements in some areas. Focus groups highlighted these issues during exit interviews. Hostel maintenance needs faster turnaround.",1
CUST,Islamabad,Physics,Cafeteria,Undergraduate student,"University: CUST, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Students recommended extending lab hours.",5
GIKI (commuter students),Rawalpindi,Physics,Hostels,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern. Several faculty members publish regularly.",2
FAST-NUCES,Islamabad,Medical,Events,Faculty,"University: FAST-NUCES, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Lab booking logs and placement statistics reflect this trend.",2
BNU - Beaconhouse National University,Islamabad,Physics,Sports,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Sports: Funding for competitive teams is limited and coaching is inconsistent. Focus groups highlighted these issues during exit interviews.",3
Riphah International University,Islamabad,Mechanical Engineering,Campus,Alumni,"University: Riphah International University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events.",4
FAST-NUCES,Islamabad,Economics,Labs,Undergraduate student,"University: FAST-NUCES, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Lab schedules clash with other courses and maintenance downtimes are poorly communicated. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Computer Science,Cafeteria,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Cafeteria: Several vendors provide variety, though peak times get crowded. Long queues and limited seating during events are frequent complaints. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
BNU - Beaconhouse National University,Islamabad,Civil,Management,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Based on informal surveys among peers, this is a recurring pattern.",4
CUST,Islamabad,Electrical Engineering,Resources,Faculty,"University: CUST, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Lab booking logs and placement statistics reflect this trend.",2
Air University,Islamabad,Economics,Resources,Postgraduate student,"University: Air University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Resource allocation can be uneven; some departments report outdated software or restricted hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Riphah Rawalpindi Campus,Rawalpindi,Mechanical Engineering,Sports,Undergraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",5
COMSATS,Islamabad,Mechanical Engineering,Faculty,Alumni,"University: COMSATS, City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Focus groups highlighted these issues during exit interviews. Lab booking logs and placement statistics reflect this trend.",2
COMSATS,Islamabad,Electrical Engineering,Overall,Postgraduate student,"University: COMSATS, City: Islamabad. Overall: Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Focus groups highlighted these issues during exit interviews.",1
NUML,Islamabad,Biology,Campus,Alumni,"University: NUML, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. This needs better documentation.",4
CUST,Islamabad,Electrical Engineering,Resources,Undergraduate student,"University: CUST, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Management,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Management: Grievance cells and student helplines exist to address issues.",2
SZABIST Islamabad,Islamabad,Physics,Campus,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features.",5
NUML,Islamabad,Economics,Labs,Postgraduate student,"University: NUML, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects. Alumni feedback corroborates these points.",3
Riphah Rawalpindi Campus,Rawalpindi,Computer Science,Hostels,Faculty,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Biology,Campus,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks.",3
CUST,Islamabad,Civil,Faculty,Staff,"University: CUST, City: Islamabad. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",2
Quaid-i-Azam University,Islamabad,Physics,Faculty,Faculty,"University: Quaid-i-Azam University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",3
SZABIST Islamabad,Islamabad,Economics,Hostels,Staff,"University: SZABIST Islamabad, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents.",3
Riphah Rawalpindi Campus,Rawalpindi,Civil,Faculty,Undergraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Faculty: Faculty are research-active and helpful in securing internships and industry collaborations.",5
BNU - Beaconhouse National University,Islamabad,Civil,Hostels,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security.",5
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Electrical Engineering,Hostels,Alumni,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Lab booking logs and placement statistics reflect this trend.",4
Foundation University Islamabad,Islamabad,Electrical Engineering,Faculty,Undergraduate student,"University: Foundation University Islamabad, City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",2
CUST,Islamabad,Economics,Sports,Staff,"University: CUST, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Facilities are small for growing interest, with limited coaching staff. Alumni feedback corroborates these points.",3
Riphah Rawalpindi Campus,Rawalpindi,Mechanical Engineering,Hostels,Postgraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Hostels: Shared bathrooms and load-shedding affect daily comfort in older hostels.",2
Quaid-i-Azam University,Islamabad,Biology,Events,Postgraduate student,"University: Quaid-i-Azam University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks.",5
COMSATS,Islamabad,Electrical Engineering,Events,Staff,"University: COMSATS, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality.",3
Riphah International University,Islamabad,Biology,Resources,Alumni,"University: Riphah International University, City: Islamabad. Resources: Good access to online journals and lab licenses that support thesis work. Access to paid journals is limited for certain programs, blocking literature reviews. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Electrical Engineering,Overall,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities. Lab booking logs and placement statistics reflect this trend.",4
Riphah International University,Islamabad,Economics,Events,Postgraduate student,"University: Riphah International University, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality. Focus groups highlighted these issues during exit interviews. Lab booking logs and placement statistics reflect this trend.",2
NUML,Islamabad,Mechanical Engineering,Sports,Faculty,"University: NUML, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",3
Riphah International University,Islamabad,Civil,Resources,Staff,"University: Riphah International University, City: Islamabad. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours. Focus groups highlighted these issues during exit interviews.",1
Air University,Islamabad,Civil,Sports,Faculty,"University: Air University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent. Lab booking logs and placement statistics reflect this trend.",2
Foundation University Islamabad,Islamabad,Economics,Overall,Faculty,"University: Foundation University Islamabad, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities.",4
BNU - Beaconhouse National University,Islamabad,Business,Faculty,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Faculty: Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Lab booking logs and placement statistics reflect this trend.",2
SZABIST Islamabad,Islamabad,Physics,Events,Alumni,"University: SZABIST Islamabad, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks.",2
BNU - Beaconhouse National University,Islamabad,Medical,Sports,Staff,"University: BNU - Beaconhouse National University, City: Islamabad. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",3
Foundation University Islamabad,Islamabad,Mechanical Engineering,Overall,Staff,"University: Foundation University Islamabad, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
Quaid-i-Azam University,Islamabad,Civil,Faculty,Faculty,"University: Quaid-i-Azam University, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. In Civil, students reported strong project outcomes this year.",5
CUST,Islamabad,Business,Resources,Staff,"University: CUST, City: Islamabad. Resources: Recent investments improved library and database subscriptions. Access to paid journals is limited for certain programs, blocking literature reviews.",4
Rawalpindi Medical University,Rawalpindi,Computer Science,Sports,Postgraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Sports: Funding for competitive teams is limited and coaching is inconsistent. Focus groups highlighted these issues during exit interviews. Based on informal surveys among peers, this is a recurring pattern.",1
CUST,Islamabad,Economics,Labs,Faculty,"University: CUST, City: Islamabad. Labs: Lab schedules clash with other courses and maintenance downtimes are poorly communicated. This aligns with several student forum complaints from last semester. Lab booking logs and placement statistics reflect this trend.",2
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Hostels,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Medical,Overall,Postgraduate student,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Overall: Overall positive academic environment with opportunities for research. In Medical, students reported strong project outcomes this year.",4
Riphah International University,Islamabad,Economics,Hostels,Postgraduate student,"University: Riphah International University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Based on informal surveys among peers, this is a recurring pattern.",5
COMSATS,Islamabad,Physics,Events,Postgraduate student,"University: COMSATS, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",4
Quaid-i-Azam University,Islamabad,Biology,Sports,Staff,"University: Quaid-i-Azam University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Funding for competitive teams is limited and coaching is inconsistent. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",3
FAST-NUCES,Islamabad,Mechanical Engineering,Events,Faculty,"University: FAST-NUCES, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2
Quaid-i-Azam University,Islamabad,Business,Hostels,Alumni,"University: Quaid-i-Azam University, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security. Strict curfews and slow maintenance responses frustrate many residents.",4
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Labs,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Lab schedules clash with other courses and maintenance downtimes are poorly communicated.",3
NUML,Islamabad,Mechanical Engineering,Events,Postgraduate student,"University: NUML, City: Islamabad. Events: Student societies run well-attended cultural and academic events.",5
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Electrical Engineering,Resources,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Resources: Recent investments improved library and database subscriptions.",5
